epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3214.02,0.32012,0.25539,0.91624,0.94491,0.88766,0.92508,0.81526,0.51387,0.45143,1.03776,0.000198206,0.000198206,0.000198206
180,3232.33,0.30914,0.25126,0.91034,0.95073,0.88582,0.92092,0.81143,0.5261,0.4561,1.04952,0.000189955,0.000189955,0.000189955
181,3251.39,0.32247,0.2575,0.92074,0.93533,0.88938,0.91239,0.80844,0.54008,0.4754,1.0611,0.000181703,0.000181703,0.000181703
182,3269.62,0.31419,0.25501,0.91298,0.94319,0.88694,0.91281,0.80343,0.54097,0.47512,1.06008,0.000173451,0.000173451,0.000173451
183,3288.2,0.3177,0.26073,0.91712,0.94353,0.89041,0.91667,0.80564,0.54134,0.47416,1.06351,0.0001652,0.0001652,0.0001652
184,3307.1,0.31584,0.2529,0.91054,0.94186,0.89448,0.92281,0.81286,0.53518,0.47449,1.05007,0.000156948,0.000156948,0.000156948
185,3325.55,0.31344,0.24888,0.91368,0.93862,0.89389,0.92157,0.81747,0.51702,0.45203,1.03869,0.000148696,0.000148696,0.000148696
186,3344.87,0.30215,0.24288,0.91015,0.94255,0.88733,0.92144,0.81703,0.52151,0.46586,1.0443,0.000140445,0.000140445,0.000140445
187,3363.03,0.30261,0.24621,0.90731,0.94486,0.89333,0.92236,0.81235,0.52684,0.45828,1.04643,0.000132193,0.000132193,0.000132193
188,3382.36,0.31081,0.2498,0.90716,0.94793,0.89041,0.91405,0.80956,0.53165,0.44296,1.05776,0.000123941,0.000123941,0.000123941
189,3400.46,0.31475,0.24501,0.91235,0.94428,0.88803,0.91638,0.81243,0.52005,0.44598,1.05092,0.00011569,0.00011569,0.00011569
190,3419.77,0.30425,0.24348,0.90835,0.9484,0.88888,0.92162,0.82151,0.51732,0.4492,1.0491,0.000107438,0.000107438,0.000107438
191,3438.85,0.1704,0.16571,0.85109,0.93462,0.89101,0.92201,0.80745,0.5019,0.45961,1.03825,9.91865e-05,9.91865e-05,9.91865e-05
192,3455.28,0.16605,0.15037,0.85163,0.95073,0.87652,0.91575,0.81055,0.50311,0.45293,1.04426,9.09349e-05,9.09349e-05,9.09349e-05
193,3471.91,0.16104,0.14549,0.84758,0.94316,0.88,0.92069,0.81303,0.51872,0.45602,1.05866,8.26832e-05,8.26832e-05,8.26832e-05
194,3488.43,0.15805,0.13967,0.84274,0.92622,0.89515,0.92854,0.81916,0.50931,0.45436,1.0501,7.44316e-05,7.44316e-05,7.44316e-05
195,3504.62,0.16072,0.13963,0.84479,0.92982,0.89376,0.9269,0.81931,0.49963,0.45667,1.04291,6.61799e-05,6.61799e-05,6.61799e-05
196,3520.57,0.15566,0.13982,0.84271,0.93517,0.89731,0.93035,0.82198,0.50054,0.45102,1.05077,5.79283e-05,5.79283e-05,5.79283e-05
197,3537.23,0.15845,0.13825,0.85464,0.93767,0.89358,0.92848,0.82247,0.5061,0.46149,1.05777,4.96766e-05,4.96766e-05,4.96766e-05
198,3553.81,0.15703,0.13919,0.85401,0.93674,0.89813,0.92847,0.82248,0.50958,0.45969,1.06274,4.1425e-05,4.1425e-05,4.1425e-05
199,3569.99,0.15212,0.1363,0.84065,0.93866,0.89448,0.92785,0.82473,0.5067,0.46192,1.05393,3.31733e-05,3.31733e-05,3.31733e-05
200,3586.2,0.1477,0.13307,0.83679,0.93888,0.89448,0.9279,0.82321,0.49908,0.45704,1.0464,2.49217e-05,2.49217e-05,2.49217e-05
